央视,#genre#
CCTV-6 电影,http://111.170.157.210:1081/?id=624878396&auth=95d4c11f9a4bc430bf05d5da4ace7ccb286e9ceb3aed924de256d512ccf388dcab3088f7a2f7510703ce1d7edcff55a9
CCTV-6 电影,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-7 国防军事,http://111.170.157.210:1081/?id=673168121&auth=95d4c11f9a4bc430bf05d5da4ace7ccb31ed95a9506d9e04772a35ca8a84b01ca13ee5dd06d3b0a52711fa6e42bf9a9f
CCTV-7 国防军事,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7 国防军事,http://23.237.228.134/live5/CCTV7.m3u8
CCTV-7 国防军事,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-8 电视剧,http://111.170.157.210:1081/?id=624878356&auth=95d4c11f9a4bc430bf05d5da4ace7ccb6034118cc61ab97f2da0fedcd6736182ab2588703088f3b97975b85b0ebae188
CCTV-8 电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV-8 电视剧,https://iptv.catvod.com/live.php?id=CCTV8K
CCTV-8 电视剧,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV-9 纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9 纪录,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV-10 科教,http://111.170.157.210:1081/?id=624878405&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaf534ad45f6e68922c3fe4322e7576cf4faad966b211cab6e253e78e27ed92e3
CCTV-10 科教,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-10 科教,https://iptv.catvod.com/live.php?id=CCTV10
CCTV-11 戏曲,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV-11 戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
CCTV-11 戏曲,http://111.170.157.210:1081/?id=667987558&auth=95d4c11f9a4bc430bf05d5da4ace7ccbc58a22a447b7ccef1d1742f772cf767088fcb1574f4a93f443a0837d33e5f0cf
CCTV-12 社会与法,http://111.170.157.210:1081/?id=673168185&auth=95d4c11f9a4bc430bf05d5da4ace7ccb92c76f4aab7215f5eee41c88da989355ee918deb9f0d5991758e7704656b836b
CCTV-12 社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12 社会与法,http://69.30.246.194/live/cctv12.m3u8
CCTV-12 社会与法,https://iptv.catvod.com/live.php?id=CCTV12
CCTV-13 新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-13 新闻,http://pull-hs-f5.flive.douyincdn.com/media/stream-695180860228633260/index.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1769679988&major_anchor_level=common&sign=71caa1f6b7f3159013b402e1b0400258&t_id=037-20260122174627710B9646E4C8968A739B-Pdey7N&volcSecret=71caa1f6b7f3159013b402e1b0400258&volcTime=1769679988
CCTV-13 新闻,http://pull-hs-f5.flive.douyincdn.com/media/stream-695161386435347116/index.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1769399632&major_anchor_level=common&sign=9187b14d05855967b7a316320a1085ce&t_id=037-202601191153519CA1DA2812B4E30F9D02-KO6UcR&volcSecret=9187b14d05855967b7a316320a1085ce&volcTime=1769399632
CCTV-14 少儿,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-14 少儿,http://111.170.157.210:1081/?id=624878440&auth=95d4c11f9a4bc430bf05d5da4ace7ccb985da8f05717a42897b929f42dcc3c4b076fcc80e43b88a8e34e34108e972aed
CCTV-14 少儿,http://27.41.245.32:801/hls/14/index.m3u8
CCTV-14 少儿,http://69.30.246.194/live/cctv14.m3u8
CCTV-14 少儿,http://1.24.39.180:9003/hls/14/index.m3u8
CCTV-15 音乐,http://111.170.157.210:1081/?id=673168223&auth=95d4c11f9a4bc430bf05d5da4ace7ccbeefbd7d0fc062410d28beb420ab97178329afb58ffa1ea4d630918366ce1fea7
CCTV-16 奥林匹克,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV-16 奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16 奥林匹克,http://69.30.246.194/live/cctv16.m3u8
CCTV-16 奥林匹克,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-17 农业农村,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
CCTV-17 农业农村,http://111.170.157.210:1081/?id=673168256&auth=95d4c11f9a4bc430bf05d5da4ace7ccbcaa1929f3c6be9d0954357b52e6ed9c26fb81833fb7b4688784edfc91cf82944
CCTV-17 农业农村,http://23.237.228.134/live3/CCTV17.m3u8
爱奇艺,http://php.jdshipin.com:8880/smt.php?id=Qiyi&token=tmxk
CCTV-兵器科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
CCTV-兵器科技,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
CCTV-兵器科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
CCTV-兵器科技,http://stream3.xiancity.cn/2/sd/live.m3u8
CCTV-央视文化精品,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
CCTV-央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV-央视文化精品,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
CCTV-央视文化精品,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
CCTV-央视文化精品,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
CCTV-娱乐,https://stream.thmz.com/wxtv2/playlist.m3u8
CCTV-娱乐,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
CCTV-娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?_upt=acffe97a1704940314
CCTV-娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8?_upt=5ff4061f1706166872
CCTV-娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
CCTV-娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
CCTV-娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?_upt=978cd8731706199708
CCTV-娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
CCTV-娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd$无锡广电
CCTV-娱乐,http://stream.hrbtv.net/ylpd/playlist.m3u8
CCTV-娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
CCTV-娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild#http://stream.hrbtv.net/ylpd/sd/live.m3u8#https://stream.hrbtv.net/ylpd/sd/live.m3u8
CCTV-娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
CCTV-娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
CCTV-娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
CCTV-娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
CCTV-娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
CCTV-娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&fbl=
CCTV-娱乐,http://nn.7x9d.cn/石家庄.php?id=6
CCTV-娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV-第一剧场,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
CCTV-第一剧场,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
CCTV-第一剧场,http://a1live.livecdn.yicai.com/live/radio_tv.m3u8
CCTV-第一剧场,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
CCTV-风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
中国教育1台,http://43.251.226.89:8080/play/341.m3u8
中国教育1台,http://43.251.226.89:8080/play/101.m3u8
中国教育4台,http://43.251.226.89:8080/play/231.m3u8
中国教育4台,http://43.251.226.89:8080/play/103.m3u8

卫视,#genre#
北京卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8
北京卫视,https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86
北京卫视,https://ls.qingting.fm/live/339/64k.m3u8
北京卫视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv5_1/index.m3u8?adapt=0&BR=audio
北京卫视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv4_1/index.m3u8?adapt=0&BR=audio
北京卫视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio
北京卫视,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
北京卫视,https://brtv-radiolive.rbc.cn/alive/fm1039.m3u8
北京卫视,https://brtv-radiolive.rbc.cn/alive/am603.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbjcsfwgl/playlist.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
北京卫视,https://brtv-radiolive.rbc.cn/alive/fm1025.m3u8
北京卫视,https://brtv-radiolive.rbc.cn/alive/fm876.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,https://brtv-radiolive.rbc.cn/alive/fm923.m3u8
北京卫视,http://114.242.62.109:888/hls/20/index.m3u8
天津卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A9%E6%B4%A5%E5%8D%AB%E8%A7%86
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
天津卫视,http://23.237.228.134/live8/tianjing.m3u8
天津卫视,http://111.221.137.234:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
东方卫视,http://satellitepull.cnr.cn/live/wx32shrmgb/playlist.m3u8
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86
重庆卫视,http://111.170.157.210:1081/?id=738910914&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaebee3cff9ed4fe6499fe63db2e84b5170bc87de4e3066d8c0293a718e3161bf
重庆卫视,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视,http://183.64.181.25:40023/rongchang01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
重庆卫视,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd
重庆卫视,http://stream3.xiancity.cn/5/sd/live.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqdsgb/playlist.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqjjgb/playlist.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqwygb/playlist.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
东南卫视,https://vdse.bdstatic.com//b6295e9776c2cd347716fc2447e27fac.mp4
东南卫视,http://23.237.228.134/live8/gansu.m3u8
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
河北卫视,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd
河北卫视,https://iptv.catvod.com/live.php?id=%E6%B2%B3%E5%8C%97%E5%8D%AB%E8%A7%86
河北卫视,https://ls.qingting.fm/live/1650/64k.m3u8
河北卫视,http://1.94.31.214/php/hebei.php?id=sekj
河北卫视,http://1.94.31.214/php/hebei.php?id=hbgg
河北卫视,https://radio.pull.hebtv.com/live/hebnczx.m3u8
河北卫视,http://1.94.31.214/php/hebei.php?id=nmpd
河北卫视,http://1.94.31.214/php/hebei.php?id=jjsh
河北卫视,http://1.94.31.214/php/hebei.php?id=hbds
河北卫视,http://153.0.171.163:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://1.94.31.214/php/hebei.php?id=hbys
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebjtgb/playlist.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebshgb/playlist.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebjjgb/playlist.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebzhgb/playlist.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebwygb/playlist.m3u8
山西卫视,https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8?contentid=2820180516001
山西卫视,http://satellitepull.cnr.cn/live/wxssxxwgb/playlist.m3u8
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
山西卫视,http://23.237.228.134/live8/shanxi.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,https://ls.qingting.fm/live/1099/64k.m3u8
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnjtgb/playlist.m3u8
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnjjtb/playlist.m3u8
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnxcgb/playlist.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000610.m3u8
吉林卫视,http://111.170.157.210:1081/?id=947472500&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb1bfa486255bd6ee26781d4a54826e72ba587256974f975189d6139b6ace3e88
吉林卫视,https://iptv.catvod.com/live.php?id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86
吉林卫视,http://stream2.jlntv.cn/jilin1/sd/live.m3u8
吉林卫视,http://stream12.jlntv.cn/xqpdhd/playlist.m3u8
吉林卫视,http://stream4.jlntv.cn/jlwshd/playlist.m3u8
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
延边卫视,http://stream8.jlntv.cn/ljtv/playlist.m3u8
延边卫视,http://stream5.jlntv.cn/wq/playlist.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,http://satellitepull.cnr.cn/live/wxybws/playlist.m3u8
黑龙江卫视,https://ls.qingting.fm/live/4974/64k.m3u8
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
江苏卫视,http://69.30.246.194/live/jsws.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86
江苏卫视,http://8.138.7.223/tv/jsws4k.php
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahjjgb/playlist.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahjtgb/playlist.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahshgb/playlist.m3u8
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
厦门卫视,http://e1.woc.iiiya.cn:18888/rtp/239.61.2.3:8012
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
厦门卫视,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
厦门卫视,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
厦门卫视,http://satellitepull.cnr.cn/live/wx32fjdndsgb/playlist.m3u8
厦门卫视,http://satellitepull.cnr.cn/live/wx32fjdnjtgb/playlist.m3u8
厦门卫视,http://satellitepull.cnr.cn/live/wx32fjdngb/playlist.m3u8
江西卫视,http://111.170.157.210:1081/?id=783847495&auth=95d4c11f9a4bc430bf05d5da4ace7ccbe7ea217ebcd97cce21c90b4388e0743e34f21024b42160dcae46e279bd295828
江西卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxdsgb/playlist.m3u8
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxmsgb/playlist.m3u8
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8
山东卫视,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东卫视,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%86
山东卫视,https://jsylivealone302.iqilu.com/live/chiping_tv02.m3u8
山东卫视,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
山东卫视,https://jsylivealone302.iqilu.com/live/caoxian_tv01.m3u8
山东卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东卫视,https://jsylivealone302.iqilu.com/live/chiping_tv01.m3u8
山东卫视,https://jsylivealone302.iqilu.com/zhangdian/zhangdian_tv01.m3u8
山东卫视,https://jsylivealone302.iqilu.com/zhangdian/zhangdian_tv02.m3u8
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://satellitepull.cnr.cn/live/wxsdjjgb/playlist.m3u8
山东卫视,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8
河南卫视,http://111.170.157.210:1081/?id=790187291&auth=95d4c11f9a4bc430bf05d5da4ace7ccb7ef9a6b0ab6b191dd0f576595cd5d730c211b191ec17a162e2c1d999d7e4a51a
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8
河南卫视,http://satellitepull.cnr.cn/live/wxhnxwgb/playlist.m3u8
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://satellitepull.cnr.cn/live/wxhnjjgb/playlist.m3u8
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://111.170.157.210:1081/?id=947472496&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb813a2d44de301b23701d8bd9b44230b5d4d664487226fde677131855e2effaa
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubjtgb/playlist.m3u8
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://43.251.226.89:8080/play/419.m3u8
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hndy
湖南卫视,http://go.bkpcp.top/mg/hunws
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnyl
湖南卫视,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南卫视,http://43.251.226.89:8080/play/418.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnjs
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hngg
湖南卫视,http://phoneqq.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwNi4xNC4zOC41NSZ0ZXJtPTUmcWlkPSZjZG5leF9pZD1xcV9waG9uZV9saXZlJmNocz0mZGVmPTEmcz00MDMxOGU4MzQ2MGZiYzAzYzE4Nzc4MGEyNTQ0Njk5NiZ1aWQ9JnV1aWQ9MmQ1Mzk5ZGUzMDYxZWNlOTk4YWMxMWZlZWU0OTE3ZWUtNmEwZTI2Mzcmdj0yJmFzPTAmZXM9MTc2OTIzMDU2MQ,,/HNDSJMPP360.m3u8
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnds
湖南卫视,http://j.x.bkpcp.top/jx/HUNANHD
湖南卫视,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hngj
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub
广东卫视,http://php.jdshipin.com/PLTV/iptv.php?id=gdty
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://116.76.254.170:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://43.251.226.89:8080/play/1151.m3u8
